Division,Paid_Views,Organic_Views,Google_Impressions,Email_Impressions,Facebook_Impressions,Affiliate_Impressions,Overall_Views,Sales,Price,Calendar_Week_Date
Lucknow,27213,6133,1953254,1879475.647,232503,52189,32741,250417,26.62226074,2019-01-19
Lucknow,27038,7491,1885465,1530140.2,824696,56606,33892,255379,26.10499167,2019-01-26
Lucknow,18145,6469,2171864,1471922.62,654210,52618,24039,270290,24.66486613,2019-02-02
Lucknow,23948,6185,1858872,1477828.875,366454,50033,29953,259119,25.72820467,2019-02-09
Lucknow,36242,10146,1428041,1889083.037,368816,48736,46155,362005,18.4159519,2019-02-16
Lucknow,13463,8217,1536410,1240808.716,145735,44895,21728,293559,22.70980166,2019-02-23
Lucknow,167,8503,2218263,1702922.417,73913,43857,7879,265207,25.13759692,2019-03-02
Lucknow,35,7851,2185390,1589163.414,110181,45318,8418,230146,28.96711942,2019-03-09
Lucknow,104,11220,2207153,1460765.954,482711,61013,10808,294054,22.6715728,2019-03-16
Lucknow,667,18360,2760216,1459489.444,584441,45512,17482,321997,20.70412664,2019-03-23
Lucknow,317,20264,1771461,1791160.279,602365,50130,20484,273942,24.33605167,2019-03-30
Lucknow,8913,20991,1894855,1500184.896,175446,37288,29542,256543,25.98654676,2019-04-06
Lucknow,10489,19570,2743885,1456227.591,333981,42107,29768,247087,26.98104986,2019-04-13
Lucknow,16662,21779,2625498,1581535.536,420634,32358,38110,303692,21.95206547,2019-04-20
Lucknow,23663,17913,2150833,1836685.811,333040,34770,40359,342947,19.43934971,2019-04-27
Lucknow,31493,18486,2604862,1309708.519,233684,25977,49666,266618,25.00456333,2019-05-04
Lucknow,36190,24655,2307259,1075534.583,306617,27180,60042,290680,22.93472776,2019-05-11
Lucknow,41402,29957,1788742,1269305.757,492019,23598,70190,202851,32.86484497,2019-05-18
Lucknow,40707,24894,2555330,1234289.992,546238,23993,65495,244085,27.31288964,2019-05-25
Lucknow,51865,30903,2387643,1079618.622,181999,24950,81624,254929,26.15107213,2019-06-01
Lucknow,200144,42011,2166105,1003027.224,411041,30316,241896,219228,30.40974085,2019-06-08
Lucknow,135283,44529,1566252,1078688.299,442270,33483,179792,276361,24.12303714,2019-06-15
Lucknow,66983,42329,1031657,1297286.011,454330,30259,109028,289031,23.06557659,2019-06-22
Lucknow,74446,42241,1869096,1334723.771,316516,34900,115777,235397,28.32095,2019-06-29
Lucknow,65649,41773,2441068,1244338.315,223006,54738,106580,231903,28.74765168,2019-07-06
Lucknow,60076,68083,2884911,785655.0944,582914,54646,128030,331668,20.10042171,2019-07-13
Lucknow,55495,90351,2438157,1655849.278,307864,39103,144762,283098,23.54897126,2019-07-20
Lucknow,77767,73103,2512297,1048425.739,405722,35551,149979,218124,30.56365492,2019-07-27
Lucknow,130894,90063,1242392,824723.9686,180207,27211,220514,261381,25.50555192,2019-08-03
Lucknow,75274,99889,1476947,1009507.526,285687,29511,174667,212553,31.36472629,2019-08-10
Lucknow,75649,97155,1787530,1101282.432,378263,28713,172320,268061,24.86996119,2019-08-17
Lucknow,76329,69674,2367602,1093665.129,260689,34406,145127,383742,17.37278345,2019-08-24
Lucknow,72267,40735,1723821,1186919.235,255072,26630,113410,302124,22.06599498,2019-08-31
Lucknow,77286,34075,2344067,1480394.732,550197,22558,110532,339971,19.60951571,2019-09-07
Lucknow,72436,25210,1399053,1883267.804,498819,25898,97600,343878,19.38672048,2019-09-14
Lucknow,72063,24476,1427870,1910129.598,915680,23010,96235,252280,26.42566461,2019-09-21
Lucknow,87144,33127,2723287,1129101.896,2877078,28644,119605,274705,24.26845768,2019-09-28
Lucknow,26112,41588,3020392,1633115.156,724639,25130,67242,512992,12.99565425,2019-10-05
Lucknow,21987,27113,2541891,1739536.154,798080,24305,47596,474067,14.06270984,2019-10-12
Lucknow,35862,28259,2318611,1549054.528,739841,31239,62707,452004,14.74913201,2019-10-19
Lucknow,31095,26687,4459523,1522041.542,573111,25441,57360,381046,17.49570043,2019-10-26
Lucknow,34180,32293,5252093,1393765.292,667317,24260,65409,373078,17.86936423,2019-11-02
Lucknow,32990,40521,10141086,2241716.592,1100788,22282,73148,697537,9.557438052,2019-11-09
Lucknow,37103,59531,10735172,2895714.823,1868190,22597,96602,771037,8.646364139,2019-11-16
Lucknow,24059,52209,9110638,1569102.57,3463154,22092,75868,778140,8.567438593,2019-11-23
Lucknow,25444,37043,10645783,2891134.865,1889717,32027,62504,1414458,4.713230557,2019-11-30
Lucknow,25030,34473,4957247,2650752.165,1995300,35835,59206,1472586,4.527183245,2019-12-07
Lucknow,24718,38180,1794615,1583826.294,1879345,19755,62655,1009199,6.605899002,2019-12-14
Lucknow,21955,32573,1400046,1602797.865,908687,16146,53950,655924,10.16377914,2019-12-21
Lucknow,27162,40129,2574929,1096047.714,329175,22800,66599,370502,17.99360507,2019-12-28
Lucknow,91660,46927,1303360,1264959.856,283557,20345,138420,377327,17.66814107,2020-01-04
Lucknow,25731,54676,1170475,1680077.47,411971,25428,80907,290329,22.96245524,2020-01-11
Lucknow,55653,49756,1382462,1591697.684,522123,26103,105131,302789,22.01753256,2020-01-18
Lucknow,69526,49174,2301878,1316342.351,404846,25684,119054,248209,26.85908515,2020-01-25
Lucknow,84267,56717,2616351,4106322.861,158521,26292,140350,243933,27.3299089,2020-02-01
Lucknow,79379,61428,2686324,1503218.651,516137,21167,141097,261584,25.48575856,2020-02-08
Lucknow,73312,75101,1973543,1189130.17,912486,23493,148445,430355,15.49108682,2020-02-15
Lucknow,64240,76310,1998520,1711780.454,1018314,28307,139111,386540,17.2470292,2020-02-22
Lucknow,49720,60330,1907306,1233603.428,423742,24256,109443,314972,21.16590258,2020-02-29
Visakhapatnam,479,128,845,583774.9932,92867,31918,189,67635,98.56829551,2018-01-06
Visakhapatnam,785,719,815,844625.2705,16691,33545,940,96133,69.34836806,2018-01-13
Visakhapatnam,297,687,748,716229.0048,45615,40734,887,91509,72.85257916,2018-01-20
Visakhapatnam,332,251,248,697108.5658,79537,27488,427,81009,82.29538282,2018-01-27
Visakhapatnam,12,639,181,681499.6192,47910,25314,869,83766,79.58678541,2018-02-03
Visakhapatnam,165,452,637,724899.7088,46023,28797,221,73332,90.91074383,2018-02-10
Visakhapatnam,6,906,392,1058002.774,124308,32807,660,106171,62.79178558,2018-02-17
Visakhapatnam,72,88,806,925490.9671,625,24714,60,112742,59.13205963,2018-02-24
Visakhapatnam,363,727,575,705625.4589,11129,29714,546,108682,61.34103777,2018-03-03
Visakhapatnam,641,249,184,786950.4703,79005,30730,752,101336,65.78774243,2018-03-10
Visakhapatnam,368,119,841,775748.7725,11549,31544,165,110680,60.23370678,2018-03-17
Visakhapatnam,82,661,927,707843.2215,74377,33374,144,110051,60.57797445,2018-03-24
Visakhapatnam,605,172,376,712878.573,43055,33787,310,79897,83.44076332,2018-03-31
Visakhapatnam,576,678,204713,699055.3157,87602,27380,672,73585,90.59817445,2018-04-07
Visakhapatnam,209,400,355497,846837.4449,63269,27405,821,79120,84.26019548,2018-04-14
Visakhapatnam,733,31,326710,686825.8804,45759,32343,887,91111,73.17082094,2018-04-21
Visakhapatnam,47,96,356628,789341.9878,28457,24609,795,83443,79.89485837,2018-04-28
Visakhapatnam,689,595,409284,666385.0163,54982,21030,767,93888,71.00658941,2018-05-05
Visakhapatnam,534,48,528185,579232.1369,44848,25462,459,100435,66.3779227,2018-05-12
Visakhapatnam,63,408,512766,631832.7069,5895,23485,249,75507,88.29203473,2018-05-19
Visakhapatnam,583,736,515036,762482.5039,16873,26781,445,80435,82.88265888,2018-05-26
Visakhapatnam,221,78,399621,558023.7948,55446,26822,146,83027,80.29516503,2018-06-02
Visakhapatnam,261,209,355637,626924.6717,84948,21740,766,87246,76.41229015,2018-06-09
Visakhapatnam,306,113,321196,564212.7013,44648,23125,588,81040,82.2639026,2018-06-16
Visakhapatnam,986,177,345789,658653.397,29489,27508,461,61272,108.8044566,2018-06-23
Visakhapatnam,110,477,405673,620658.6763,38328,25737,242,98648,67.58035304,2018-06-30
Visakhapatnam,159,927,579696,540187.1006,30780,26190,881,65013,102.5435938,2018-07-07
Visakhapatnam,896,268,654550,773160.5571,123195,31027,254,86059,77.46623441,2018-07-14
Visakhapatnam,878,275,550297,587002.3126,108024,27906,977,124571,53.51700369,2018-07-21
Visakhapatnam,648,392,555865,612599.3906,69880,27433,246,73713,90.44085394,2018-07-28
Visakhapatnam,420,563,529436,478241.5301,79550,25436,921,77668,85.8354363,2018-08-04
Visakhapatnam,256,693,577048,596236.2576,98948,22707,806,75270,88.57003676,2018-08-11
Visakhapatnam,624,139,841103,690033.7389,157628,23807,168,93039,71.65453914,2018-08-18
Visakhapatnam,493,705,866702,699394.6359,296539,27977,299,103608,64.34509562,2018-08-25
Visakhapatnam,602,377,905125,553481.2425,232061,22042,715,89595,74.40891419,2018-09-01
Visakhapatnam,255,955,863889,579864.3373,251242,20311,477,79080,84.30281571,2018-09-08
Visakhapatnam,695,227,951236,563803.6898,205380,15967,51,101707,65.5477663,2018-09-15
Visakhapatnam,763,909,921318,546600.865,214139,9943,151,101231,65.85597956,2018-09-22
Visakhapatnam,233,297,1160959,481783.5451,201437,12282,97,98904,67.40543018,2018-09-29
Visakhapatnam,265,466,1093613,442351.4612,93417,11313,883,115063,57.93927385,2018-10-06
Visakhapatnam,655,1195,861964,438569.2653,110034,12537,1352,143780,46.36713497,2018-10-13
Visakhapatnam,369,953,1129903,431883.5072,99772,12141,1412,187322,35.5893417,2018-10-20
Visakhapatnam,415,1426,1049835,456530.6764,102019,10816,884,117485,56.74483267,2018-10-27
Visakhapatnam,73,1248,1061180,447580.3393,158134,10287,1229,186760,35.6964375,2018-11-03
Visakhapatnam,405,3541,1874690,929800.0236,241236,10785,3763,269303,24.75526328,2018-11-10
Visakhapatnam,454,2392,2783706,912697.5735,308680,8812,2295,286936,23.23398481,2018-11-17
Visakhapatnam,610,1082,3169180,928444.7173,629816,9613,1003,423636,15.73678032,2018-11-24
Visakhapatnam,984,1389,2089180,1147692.409,129673,11566,1173,365644,18.23267076,2018-12-01
Visakhapatnam,12467,3434,954875,709894.6944,63956,11822,15187,277438,24.02939275,2018-12-08
Visakhapatnam,10204,3506,714138,589614.2736,121071,8111,13734,292881,22.76237334,2018-12-15
Visakhapatnam,3334,2983,634430,575784.9879,52458,8960,6121,171420,38.89083343,2018-12-22
Visakhapatnam,3481,2950,676789,810920.1665,32317,12842,5367,80022,83.31042297,2018-12-29
Visakhapatnam,2293,2225,642316,809822.754,13080,12952,3395,89386,74.58289516,2019-01-05
Visakhapatnam,4734,2156,574167,606728.8437,35791,21260,5862,96651,68.97669622,2019-01-12
Visakhapatnam,4616,1883,623478,761890.3422,83589,23720,6736,93568,71.24943,2019-01-19
Visakhapatnam,4430,2504,590656,620114.9677,271610,24217,6647,91227,73.07778034,2019-01-26
Visakhapatnam,3912,1499,687562,595785.0996,189651,23493,4456,89222,74.71998685,2019-02-02
Visakhapatnam,4821,2058,621525,599399.1263,102061,23044,5274,86813,76.7934142,2019-02-09
Visakhapatnam,6263,3107,486133,765330.8982,127374,21504,8958,131154,50.83082991,2019-02-16
Visakhapatnam,2054,2506,497498,503132.2448,53302,18092,3988,108898,61.21936736,2019-02-23
Visakhapatnam,769,2032,737324,689482.2695,27830,19055,1450,112143,59.44790729,2019-03-02
Visakhapatnam,183,1412,744769,643280.112,40338,18770,984,105137,63.40932941,2019-03-09
Visakhapatnam,96,1435,746310,591719.7353,81302,27883,1675,104765,63.63448353,2019-03-16
Visakhapatnam,681,4042,924729,591562.1311,111037,20333,3637,111904,59.5748737,2019-03-23
Visakhapatnam,840,4542,579040,725592.3497,144623,21994,5024,98301,67.81890995,2019-03-30
Visakhapatnam,1078,6237,607165,608404.1139,57326,16596,7324,87756,75.9682149,2019-04-06
Visakhapatnam,1745,5509,905382,589875.164,115144,16950,6229,81797,81.50258159,2019-04-13
Visakhapatnam,2741,6455,906321,641187.2819,158645,13941,7913,98594,67.61736684,2019-04-20
Visakhapatnam,3076,4938,719671,743912.6352,141137,15596,7253,106718,62.46993634,2019-04-27
Visakhapatnam,3652,5977,862313,530776.1289,93276,10542,8952,105670,63.08949245,2019-05-04
Visakhapatnam,4933,7195,775310,435686.0821,121807,11665,11570,92519,72.05727112,2019-05-11
Visakhapatnam,6230,7620,603362,514835.6173,181673,12233,13125,77191,86.3658544,2019-05-18
Visakhapatnam,6163,6457,829062,500298.8398,202534,9927,12812,89355,74.60877026,2019-05-25
Visakhapatnam,7521,7927,781321,437521.5438,68417,9600,15380,93068,71.63221157,2019-06-01
Visakhapatnam,45140,12929,691599,406358.8487,156710,11502,57964,89045,74.86851218,2019-06-08
Visakhapatnam,29992,12795,521005,436763.7963,174311,14725,41655,98479,67.69632781,2019-06-15
Visakhapatnam,11315,11894,340909,525739.7633,160723,10989,23791,120319,55.40826193,2019-06-22
Visakhapatnam,12941,11447,607819,541185.6237,99906,9896,22854,87732,75.98899679,2019-06-29
Visakhapatnam,10524,11882,815280,504435.5746,85269,9202,21639,80036,83.2958502,2019-07-06
Visakhapatnam,10314,18480,969742,318378.9845,217428,14452,28498,120898,55.14290283,2019-07-13
Visakhapatnam,8609,26998,824449,670708.3031,117657,14704,35533,87217,76.43769754,2019-07-20
Visakhapatnam,14136,22087,840671,424965.2106,146948,11072,35828,69762,95.56300947,2019-07-27
Visakhapatnam,31818,26707,408793,334809.3746,62623,10570,57654,85306,78.15003243,2019-08-03
Visakhapatnam,14496,32637,512502,408844.9319,86689,11026,45734,65984,101.0345942,2019-08-10
Visakhapatnam,14395,29917,620270,446078.7124,128027,14972,43866,96926,68.78099444,2019-08-17
Visakhapatnam,15431,20821,727967,443046.0954,93330,12024,35978,134138,49.70006014,2019-08-24
Visakhapatnam,14936,12414,488126,480994.9962,90599,11391,27258,99164,67.22869859,2019-08-31
Visakhapatnam,15174,11848,800326,599811.1238,219033,7981,26231,109667,60.79008878,2019-09-07
Visakhapatnam,14322,9370,465367,762848.7399,197333,9483,22480,121920,54.68066492,2019-09-14
Visakhapatnam,14072,8581,479699,774151.5235,324147,9279,22107,87621,76.08526114,2019-09-21
Visakhapatnam,18160,10664,904392,457860.3339,954887,9866,27840,92634,71.96781599,2019-09-28
Visakhapatnam,5070,10760,1015641,661790.0721,251222,9979,15586,159517,41.79282877,2019-10-05
Visakhapatnam,4605,6052,814698,705036.6465,288236,8473,10648,144252,46.21541931,2019-10-12
Visakhapatnam,6625,7728,754080,627233.4666,254275,10218,13690,151854,43.90181797,2019-10-19
Visakhapatnam,5140,8780,1443474,616189.2215,231214,10603,12947,142600,46.75081814,2019-10-26
Visakhapatnam,4539,9982,1722016,565202.7772,244863,8478,14686,152883,43.60633077,2019-11-02
Visakhapatnam,5273,12839,3424369,908712.4286,421533,9325,16978,276413,24.11849901,2019-11-09
Visakhapatnam,5266,18708,3817730,1173186.905,683792,8818,23424,259830,25.6578019,2019-11-16
Visakhapatnam,2808,15344,3206828,635969.196,1392990,10692,18454,283680,23.50065802,2019-11-23
Visakhapatnam,3583,11421,3608775,1171205.618,793045,9524,13647,499724,13.3406974,2019-11-30
Visakhapatnam,3243,10796,1644377,1073836.805,860075,9936,13403,527011,12.64995734,2019-12-07
Visakhapatnam,3814,10344,572459,641460.7417,801309,6884,14020,390260,17.08262867,2019-12-14
Visakhapatnam,2709,9243,439896,649376.2468,370536,6921,12547,255356,26.10734295,2019-12-21
Visakhapatnam,3172,11817,890443,444428.528,127493,10814,13817,141548,47.09827526,2019-12-28
Visakhapatnam,17948,13408,439588,512470.9965,103418,9303,30276,137433,48.50848535,2020-01-04
Visakhapatnam,4168,15796,400891,680850.6671,147143,11343,19634,102801,64.85021222,2020-01-11
Visakhapatnam,8087,16724,472279,644701.818,170733,11336,24654,121625,54.81329222,2020-01-18
Visakhapatnam,11757,16210,809327,533594.0876,134951,11577,27522,99000,67.34006734,2020-01-25
Visakhapatnam,14075,19641,899152,1663251.786,50648,10572,32833,87633,76.07484243,2020-02-01
Visakhapatnam,12475,19641,938791,608950.0271,188877,17917,31888,105378,63.26431197,2020-02-08
Visakhapatnam,11972,21796,698233,481588.7265,354191,11973,33519,169963,39.22422331,2020-02-15
Visakhapatnam,9981,21922,681970,693531.8814,353430,10775,31718,136343,48.89628853,2020-02-22
Visakhapatnam,8549,17833,647585,499999.2349,180094,9425,24745,120290,55.42161997,2020-02-29
Jodhpur,189,740,888,647195.5485,148616,41530,348,102692,64.91904595,2018-01-06
Jodhpur,762,631,359,936078.6228,27617,34784,419,102975,64.74063284,2018-01-13
Jodhpur,673,473,768,793897.4898,73760,50431,317,91349,72.98018223,2018-01-20
Jodhpur,128,175,484,772111.6229,128125,34810,280,107117,62.23724214,2018-01-27
Jodhpur,620,244,572,754273.1554,75916,27730,741,100727,66.1854981,2018-02-03
Jodhpur,856,679,162,802731.6823,75359,32999,531,84427,78.96368066,2018-02-10
Jodhpur,182,23,885,1171812.413,180665,32186,359,130678,51.01598331,2018-02-17
Jodhpur,889,373,99,1025699.491,813,23496,3,126423,52.73302063,2018-02-24
Jodhpur,338,685,512,782195.9075,20027,29223,383,112471,59.27453892,2018-03-03
Jodhpur,309,713,606,871969.2647,108005,30412,927,113117,58.93602789,2018-03-10
Jodhpur,548,707,727,859656.5424,13619,37878,392,122625,54.3662929,2018-03-17
Jodhpur,329,967,516,784370.3767,110548,41795,668,114714,58.11554533,2018-03-24
Jodhpur,532,722,614,789679.3836,72324,37194,284,99234,67.18127523,2018-03-31
Jodhpur,581,363,228222,774525.4048,130158,29817,150,76846,86.75359377,2018-04-07
Jodhpur,980,146,392324,937136.7851,93592,29848,909,96365,69.18141095,2018-04-14
Jodhpur,714,145,372988,761014.1956,67305,34580,849,100277,66.48251011,2018-04-21
Jodhpur,328,594,377619,874357.5529,43128,24262,532,95907,69.51178399,2018-04-28
Jodhpur,947,306,413310,738368.5313,82178,24566,643,96211,69.29214608,2018-05-05
Jodhpur,821,533,572045,642172.5022,77649,33987,4,95560,69.76419701,2018-05-12
Jodhpur,345,366,549262,700327.9513,8587,27632,315,91144,73.14432839,2018-05-19
Jodhpur,753,129,519046,845342.9834,25682,29783,361,92504,72.06895558,2018-05-26
Jodhpur,624,697,426873,617939.9778,84318,35960,68,89211,74.72920006,2018-06-02
Jodhpur,367,739,399301,693872.4004,136499,29413,175,84525,78.87212856,2018-06-09
Jodhpur,198,999,381699,624926.0369,71823,29911,222,101129,65.92240274,2018-06-16
Jodhpur,898,202,408441,728982.8305,47020,34266,663,77598,85.91286717,2018-06-23
Jodhpur,905,450,467180,687217.6907,61840,35574,266,97487,68.3851864,2018-06-30
Jodhpur,555,542,645216,598767.9246,51231,35482,688,74448,89.54796189,2018-07-07
Jodhpur,451,911,758971,856391.9847,184263,38721,522,101771,65.50654574,2018-07-14
Jodhpur,512,857,597427,650969.8719,158755,36761,497,134919,49.41236347,2018-07-21
Jodhpur,893,712,606505,678743.3375,100736,29354,649,93750,71.11111111,2018-07-28
Jodhpur,907,321,569800,529924.8167,111947,30275,712,82731,80.58244995,2018-08-04
Jodhpur,521,757,615729,660396.598,141332,24773,39,82480,80.8276754,2018-08-11
Jodhpur,654,522,903857,764034.2963,236025,28028,441,111609,59.73233939,2018-08-18
Jodhpur,269,723,915589,774636.6962,439482,33347,930,120869,55.15613322,2018-08-25
Jodhpur,943,833,1019009,612692.2551,340246,27198,894,102197,65.23348696,2018-09-01
Jodhpur,714,904,918706,643275.8258,407684,25248,128,115391,57.77458092,2018-09-08
Jodhpur,598,880,1013644,624520.434,307624,20045,839,117568,56.70477227,2018-09-15
Jodhpur,656,492,958299,605528.1769,334323,13888,177,113269,58.85693938,2018-09-22
Jodhpur,120,696,1103238,534175.4015,309503,17400,78,139182,47.89891413,2018-09-29
Jodhpur,906,1529,1036112,490571.7729,140313,14059,1653,139650,47.7383936,2018-10-06
Jodhpur,180,2641,948306,486082.3011,176864,14884,2763,152792,43.63230187,2018-10-13
Jodhpur,644,2891,1291300,478663.9615,157755,15001,3074,164056,40.63653062,2018-10-20
Jodhpur,421,2557,1151402,505970.203,159950,12577,2377,153185,43.52036209,2018-10-27
Jodhpur,772,3221,1167913,496267.7525,241738,13111,2542,192111,34.70216004,2018-11-03
Jodhpur,29,7455,2077302,1029534.187,341108,14194,7509,310919,21.44181175,2018-11-10
Jodhpur,866,4831,3281448,1010844.973,510616,10037,4767,349937,19.05104824,2018-11-17
Jodhpur,855,2858,3734429,1028658.667,1005215,12325,3609,561412,11.87482039,2018-11-24
Jodhpur,1563,2129,2464701,1272041.701,185341,15928,3839,427539,15.59311938,2018-12-01
Jodhpur,25743,2564,1163129,787182.3396,90247,15176,27327,289306,23.04365159,2018-12-08
Jodhpur,21237,4164,798745,652740.3513,169711,10694,24884,306159,21.77517782,2018-12-15
Jodhpur,9433,3919,718406,637288.3639,78631,12081,12816,162804,40.94903483,2018-12-22
Jodhpur,9026,4281,768953,898443.1028,45353,19841,11850,86032,77.49054615,2018-12-29
Jodhpur,5813,3747,716960,896576.4123,18221,18741,9895,112399,59.31250871,2019-01-05
Jodhpur,10077,3308,655187,672074.9752,55115,28847,12501,92404,72.14694891,2019-01-12
Jodhpur,10906,2981,712423,843926.2995,131259,30910,13630,127024,52.48352017,2019-01-19
Jodhpur,11238,3548,701982,686619.4186,439882,34623,14893,104664,63.69589034,2019-01-26
Jodhpur,7145,3469,766926,660315.4972,309921,31230,9459,108813,61.26718928,2019-02-02
Jodhpur,9069,3025,653537,663092.7974,155530,31911,11894,93293,71.45945212,2019-02-09
Jodhpur,12875,4679,505841,847349.9749,183804,29829,17356,161584,41.25821038,2019-02-16
Jodhpur,5479,4307,532677,556849.4702,72476,26373,9199,129446,51.50152702,2019-02-23
Jodhpur,497,3602,805804,764655.6159,39812,28873,3535,117053,56.95425719,2019-03-02
Jodhpur,277,3723,810152,713123.0011,57684,29850,3750,113318,58.83148897,2019-03-09
Jodhpur,288,4891,809161,655526.0828,120528,37593,4817,133608,49.89721174,2019-03-16
Jodhpur,443,7690,1013175,655528.7598,168934,29049,7075,106475,62.61250685,2019-03-23
Jodhpur,746,9872,633449,804160.1709,217303,33545,9606,120876,55.1529391,2019-03-30
Jodhpur,2851,10157,690701,673301.5582,89564,22225,12328,113044,58.97408679,2019-04-06
Jodhpur,3185,9182,981105,653955.6911,171948,22320,12286,101756,65.51620216,2019-04-13
Jodhpur,5413,9602,951479,709746.4894,250250,18740,14948,130237,51.18873029,2019-04-20
Jodhpur,7339,7148,777313,824403.9078,234412,19661,14306,122301,54.51032017,2019-04-27
Jodhpur,11482,7647,915803,587531.9692,141371,13557,17828,131231,50.80100484,2019-05-04
Jodhpur,12064,9546,799123,482975.356,184293,15215,21305,112708,59.14989767,2019-05-11
Jodhpur,14497,12736,659718,569722.0727,269651,14262,27396,101689,65.55936893,2019-05-18
Jodhpur,15383,10738,908007,554156.5452,310799,14067,25514,117655,56.66284192,2019-05-25
Jodhpur,18908,13015,862672,484823.6678,102648,13709,31387,103387,64.48263966,2019-06-01
Jodhpur,81659,20911,812456,450158.1881,243783,17077,102363,91162,73.12988599,2019-06-08
Jodhpur,53345,21524,576069,484377.1048,290302,20202,74248,132010,50.50122465,2019-06-15
Jodhpur,23833,18354,367618,581993.5393,249320,15381,42216,116050,57.44650294,2019-06-22
Jodhpur,25923,17409,728310,598498.1281,145311,13196,42684,99349,67.10351052,2019-06-29
Jodhpur,23085,17705,912807,558901.4936,135953,14754,40306,88783,75.08945031,2019-07-06
Jodhpur,22202,29571,1104134,352852.1551,333315,22176,51159,131529,50.68590704,2019-07-13
Jodhpur,21850,42029,871063,743263.2468,186805,19412,63751,132658,50.25453924,2019-07-20
Jodhpur,31505,32960,877353,471008.4914,231787,16095,63966,81619,81.6803277,2019-07-27
Jodhpur,59816,41574,422521,370145.9537,86898,13308,101208,112657,59.17667492,2019-08-03
Jodhpur,29645,47531,503160,453213.5746,119805,16685,77273,77340,86.19946556,2019-08-10
Jodhpur,31198,44165,599464,494211.4554,180239,20159,75199,112641,59.18508062,2019-08-17
Jodhpur,31088,31730,830649,490938.0236,132747,16743,61717,176049,37.86824502,2019-08-24
Jodhpur,29040,18307,607483,533030.1494,136906,15434,47511,126725,52.60735188,2019-08-31
Jodhpur,32139,16451,802440,664685.4887,334380,11680,48084,146184,45.60462613,2019-09-07
Jodhpur,30602,12581,489141,845142.2691,301713,13425,43239,146340,45.55601112,2019-09-14
Jodhpur,30979,11989,484390,857461.3359,481071,14378,42837,109964,60.62590181,2019-09-21
Jodhpur,37742,16706,902141,507499.3543,1370504,13593,53196,125637,53.06292467,2019-09-28
Jodhpur,9806,21380,985455,733012.3158,371125,12262,30729,198438,33.59571587,2019-10-05
Jodhpur,8609,13099,807567,780465.6817,430856,13911,21480,190717,34.95580712,2019-10-12
Jodhpur,14169,12660,744875,694805.8744,355231,14800,27023,193580,34.43881944,2019-10-19
Jodhpur,12694,12106,1497090,683213.9382,339809,13304,24794,161972,41.15937734,2019-10-26
Jodhpur,13414,14827,1916410,625814.6768,354242,13449,28061,169251,39.38923059,2019-11-02
Jodhpur,13493,19891,4050589,1006757.902,604660,12132,32303,331450,20.11364208,2019-11-09
Jodhpur,14423,28693,4312875,1299994.754,1056560,12086,42972,332978,20.02134275,2019-11-16
Jodhpur,9403,25160,3685401,704443.7214,2162565,11448,34260,347955,19.15956565,2019-11-23
Jodhpur,11179,19475,3939590,1297476.784,1233528,12009,29703,685315,9.72788669,2019-11-30
Jodhpur,10177,17227,1684258,1189519.398,1254253,13304,25997,590918,11.28188119,2019-12-07
Jodhpur,10427,18703,562066,710503.0682,1227325,10014,27994,436613,15.26905215,2019-12-14
Jodhpur,8462,16395,458221,719258.4158,594778,10021,24140,276619,24.1005378,2019-12-21
Jodhpur,9466,18805,950568,491783.6574,183923,17119,27227,172134,38.72951693,2019-12-28
Jodhpur,33640,23036,475370,567582.8763,159133,13151,55980,198366,33.60790996,2020-01-04
Jodhpur,12051,28945,449553,754450.2499,227848,15624,39701,130794,50.9707377,2020-01-11
Jodhpur,23943,28010,510759,714788.9644,259617,17195,51537,161249,41.34392565,2020-01-18
Jodhpur,30086,26348,906240,591514.2316,220089,16733,56035,123422,54.01522149,2020-01-25
Jodhpur,35235,30325,987705,1842081.657,73767,14613,65436,117694,56.64406568,2020-02-01
Jodhpur,33181,33429,1013689,674430.8722,318513,11206,65811,118888,56.07518561,2020-02-08
Jodhpur,30026,38311,710032,534207.3548,551639,14783,69154,208965,31.90326929,2020-02-15
Jodhpur,26319,37142,739042,768385.0796,520484,17239,62640,182805,36.46873262,2020-02-22
Jodhpur,21506,33583,689942,553272.0642,290920,15394,54518,151938,43.87754654,2020-02-29
Kochi,128,343,853,198278.8717,31291,7732,952,60119,110.8911769,2018-01-06
Kochi,528,186,951,286675.2736,4953,6687,468,52635,126.6584339,2018-01-13
Kochi,292,939,460,243901.2666,19376,10156,383,46866,142.2495341,2018-01-20
Kochi,457,557,297,236935.427,30620,5183,284,67650,98.54644001,2018-01-27
Kochi,693,432,271,231544.8019,16380,4805,988,57886,115.1688952,2018-02-03
Kochi,876,886,901,246809.7897,14952,6271,987,38385,173.6789545,2018-02-10
Kochi,327,232,799,359336.6643,44156,6206,159,75538,88.25580061,2018-02-17
Kochi,162,934,278,315063.1198,456,4815,491,69750,95.57945042,2018-02-24
Kochi,407,543,739,239987.4555,4614,4423,110,87166,76.48242052,2018-03-03
Kochi,765,207,223,267966.52,33591,5937,290,97564,68.33121507,2018-03-10
Kochi,22,647,514,264098.5787,4709,5209,119,59809,111.4659444,2018-03-17
Kochi,324,790,390,240475.7265,24198,10358,365,48795,136.6260204,2018-03-24
Kochi,456,356,67,242417.9938,12186,6963,347,90629,73.55997161,2018-03-31
